S no,Brand,Model,Reference Number,Watch Name,Price,Year Of Production,Scope of delivery,Gender,Location,Source Url
99,Rolex,Air King,116900, Rolex Air-King,Price on request,2020," Original box, original papers", Men''s watch/Unisex,"The Netherlands, Rijnsburg",https://www.chrono24.fr/rolex/rolex-air-king--id16326679.htm?SETLANG=en_GB&SETCURR=EUR
100,Rolex,Air King Precision,14000, Rolex Air King Precision,"3,499 €",1996," No original box, no original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/air-king-precision--id14471751.htm?SETLANG=en_GB&SETCURR=EUR
101,Rolex,Air King,, Rolex MINT 2020 Rolex Air King Black Arabic Dial Green 40mm Steel Oyster Watch Box,"6,332 €",Unknown," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, Huntington",https://www.chrono24.fr/rolex/mint-2020-rolex-air-king-black-arabic-dial-green-40mm-steel-oyster-watch-box--id16455880.htm?SETLANG=en_GB&SETCURR=EUR
102,Rolex,Air King Precision,5500, Rolex Airking Precision 5500 silver dial full set,"4,950 €",1972," Original box, original papers", Men''s watch/Unisex,"Luxembourg, Strassen",https://www.chrono24.fr/rolex/airking-precision-5500-silver-dial-full-set--id14472913.htm?SETLANG=en_GB&SETCURR=EUR
103,Rolex,Air King Precision,14000M, Rolex Oyster Perpetual Air-King Black 14010 Stainless NO-HOLES 34mm Watch 14000M,"2,975 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"United States of America, New York, Massapequa Park",https://www.chrono24.fr/rolex/oyster-perpetual-air-king-black-14010-stainless-no-holes-34mm-watch-14000m--id16567048.htm?SETLANG=en_GB&SETCURR=EUR
104,,,,Rolex Air King,,,,,,https://www.chrono24.fr/rolex/rolex-air-king--id16434077.htm?SETLANG=en_GB&SETCURR=EUR
105,Rolex,Air King,116900, Rolex Air-King New Model Perfect Condition,"6,000 €",2017," Original box, no original papers", Men''s watch/Unisex,"Italy, Aversa",https://www.chrono24.fr/rolex/rolex-air-king-new-model-perfect-condition--id16585370.htm?SETLANG=en_GB&SETCURR=EUR
106,Rolex,Air King,114200, Rolex Air King 34mm steel Orange/SilverDial (BOXonly2008),"3,850 €",2008," Original box, no original papers", Men''s watch/Unisex,"Belgium, Antwerpen",https://www.chrono24.fr/rolex/air-king-34mm-steel-orangesilverdial-boxonly2008--id11585357.htm?SETLANG=en_GB&SETCURR=EUR
107,Rolex,Air King Precision,, Rolex Air King Super Precision 5500 3-6-9 Dial – Vintage 1967,"5,578 €",1967," No original box, no original papers",,"United Kingdom, NORTH WALES",https://www.chrono24.fr/rolex/rolex-air-king-super-precision-5500-3-6-9-dial--vintage-1967--id16261665.htm?SETLANG=en_GB&SETCURR=EUR
108,Rolex,Air King,116900, Rolex Air-King 07-2020 NEU NEW Card FULLSET 40mm 116900,"7,389 €",2020," Original box, original papers", Men''s watch/Unisex,"Germany, Hamburg",https://www.chrono24.fr/rolex/rolex-air-king-07-2020-neu-new-card-fullset-40mm-116900--id16540738.htm?SETLANG=en_GB&SETCURR=EUR
109,Rolex,Air King Precision,14000, Rolex Air King Precision,"4,000 €",Unknown," Original box, original papers", Men''s watch/Unisex,"Portugal, Lisboa",https://www.chrono24.fr/rolex/air-king-precision--id15058090.htm?SETLANG=en_GB&SETCURR=EUR
110,Rolex,Air King,116900, Rolex Air King 116900 black dial Full Set Like NEW 2020,"7,250 €",2020," Original box, original papers", Men''s watch/Unisex,"Italy, Rimini",https://www.chrono24.fr/rolex/rolex-air-king-116900-black-dial-full-set-like-new-2020--id16553810.htm?SETLANG=en_GB&SETCURR=EUR
111,Rolex,Air King,6552, Rolex Oyster AirKing Vintage 6552 patina dial hands and Rolex barb buckle,"3,150 €",1946," No original box, no original papers", Men''s watch/Unisex,"Luxembourg, Luxembourg",https://www.chrono24.fr/rolex/rolex-oyster-airking-vintage-6552-patina-dial-hands-and-rolex-barb-buckle--id16304073.htm?SETLANG=en_GB&SETCURR=EUR
112,,,,Rolex Air King,,,,,,https://www.chrono24.fr/rolex/2018-rolex-air-king-40mm-green-yellow-black-arabic-stainless-steel-watch-116900--id16301671.htm?SETLANG=en_GB&SETCURR=EUR
113,Rolex,Air King,116900, Rolex Air King 116900 New 2019,"6,672 €",2019," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-air-king-116900-new-2019--id15073842.htm?SETLANG=en_GB&SETCURR=EUR
114,Rolex,Air King Precision,14010, Rolex Air-King Precision 14010,"3,778 €",1999," No original box, no original papers", Men''s watch/Unisex,"Switzerland, Geneve",https://www.chrono24.fr/rolex/air-king-precision-14010--id11805118.htm?SETLANG=en_GB&SETCURR=EUR
115,Rolex,Air King,116900, Rolex Air King 116900 New card,"6,999 €",2020," Original box, original papers", Men''s watch/Unisex,"Hungary, Sopron",https://www.chrono24.fr/rolex/rolex-air-king-116900-new-card--id16403383.htm?SETLANG=en_GB&SETCURR=EUR
116,Rolex,Air King,114210, Rolex Oyster Perpetual Air-King,"4,350 €",2007," Original box, original papers",,"Germany, Hamburg",https://www.chrono24.fr/rolex/oyster-perpetual-air-king--id8988663.htm?SETLANG=en_GB&SETCURR=EUR
117,Rolex,Air King Precision,5500, Rolex Air-King Precision 5500 1978 silver silber 34mm Top condition,"3,289 €",1978," No original box, no original papers", Men''s watch/Unisex,"Germany, Hamburg",https://www.chrono24.fr/rolex/rolex-air-king-precision-5500-1978-silver-silber-34mm-top-condition--id15778618.htm?SETLANG=en_GB&SETCURR=EUR
118,Rolex,Air King,116900, Rolex Air King 116900 Unworn 2020,"6,773 €",2020," Original box, original papers", Men''s watch/Unisex,"United States of America, New York, New York",https://www.chrono24.fr/rolex/rolex-air-king-116900-unworn-2020--id15077064.htm?SETLANG=en_GB&SETCURR=EUR
119,Rolex,Air King Precision,14000M, Rolex Air King Stahl Ref: 14000M - Box &amp; Papiere von 2004,"4,299 €",2004," Original box, original papers", Men''s watch/Unisex,"Germany, Norderstedt",https://www.chrono24.fr/rolex/rolex-air-king-stahl-ref-14000m---box--papiere-von-2004--id16113337.htm?SETLANG=en_GB&SETCURR=EUR
120,Rolex,Air King Precision,14000, Rolex Air King 14000 by Winn Dixie 10 Years safe driver dial 1997,"4,750 €",1997," Original box, no original papers", Men''s watch/Unisex,"Italy, Rimini",https://www.chrono24.fr/rolex/air-king-14000-by-winn-dixie-10-years-safe-driver-dial-1997--id12999166.htm?SETLANG=en_GB&SETCURR=EUR
121,Rolex,Air King Date,5700," Rolex Vintage Air-King Date , Ref: 5700","3,629 €",1987," No original box, no original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/vintage-air-king-date--ref-5700--id5744289.htm?SETLANG=en_GB&SETCURR=EUR
122,Rolex,Air King Date,5701, Rolex Air-King Date Gold/Steel,"3,127 €",1983," No original box, no original papers", Men''s watch/Unisex,"United Kingdom, HAYES",https://www.chrono24.fr/rolex/rolex-air-king-date-goldsteel--id16453921.htm?SETLANG=en_GB&SETCURR=EUR
123,Rolex,Air King Date,5700, Rolex Air King Date Vintage Stainless Steel Silver Dial Mens Watch 5700,"3,060 €",1966," No original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/air-king-date-vintage-stainless-steel-silver-dial-mens-watch-5700--id15570695.htm?SETLANG=en_GB&SETCURR=EUR
124,Rolex,Air King Date,5700," Rolex Vintage Air-King Date, 5700/0","4,573 €",1978," Original box, original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/vintage-air-king-date-57000--id16422410.htm?SETLANG=en_GB&SETCURR=EUR
125,Rolex,Air King Date,5700, Rolex Air-King Date Ref: 5700 Stahl von 1969,"3,549 €",1969," Original box, no original papers", Men''s watch/Unisex,"Germany, Hamburg",https://www.chrono24.fr/rolex/rolex-air-king-date-ref-5700-stahl-von-1969--id16276645.htm?SETLANG=en_GB&SETCURR=EUR
126,Rolex,Air King Date,5701, Rolex Air King Date Model 5701 Ref 1500 Calibre 1520,"4,261 €",1967," Original box, original papers", Men''s watch/Unisex,"Canada, Toronto",https://www.chrono24.fr/rolex/air-king-date-model-5701-ref-1500-calibre-1520--id15542230.htm?SETLANG=en_GB&SETCURR=EUR
127,Rolex,Air King Date,5700, Rolex Air King Date 5700 35mm Serviced,"2,557 €",1982," No original box, no original papers", Men''s watch/Unisex,Canada,https://www.chrono24.fr/rolex/air-king-date-5700-35mm-serviced--id14578908.htm?SETLANG=en_GB&SETCURR=EUR
128,Rolex,Air King Date,5700, Rolex Air-King Date automatic ref. 5700,"3,490 €",1969," No original box, no original papers", Men''s watch/Unisex,"Italy, TORINO",https://www.chrono24.fr/rolex/rolex-air-king-date-automatic-ref-5700--id15880417.htm?SETLANG=en_GB&SETCURR=EUR
129,Rolex,Air King Date,5700, Rolex Air-King Date 34mm Stahl Automatik,"3,490 €",1967," No original box, no original papers",,"Germany, München",https://www.chrono24.fr/rolex/rolex-air-king-date-34mm-stahl-automatik--id15495511.htm?SETLANG=en_GB&SETCURR=EUR
130,Rolex,Air King Date,5701, Rolex Air King Date Two-Tone,"3,908 €",Unknown," Original box, no original papers", Men''s watch/Unisex,"Ireland, Co Dublin",https://www.chrono24.fr/rolex/air-king-date-two-tone--id15076572.htm?SETLANG=en_GB&SETCURR=EUR
131,Rolex,Air King Date,5700, Rolex Air King Date Precision,"3,750 €",1970," No original box, no original papers", Men''s watch/Unisex,"Germany, Berlin",https://www.chrono24.fr/rolex/air-king-date-precision--id14576735.htm?SETLANG=en_GB&SETCURR=EUR
132,Rolex,Air King Date,5700, Rolex Vintage Rolex Air-King Date 5700 Stainless Steel,"6,644 €",1976," Original box, original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/vintage-rolex-air-king-date-5700-stainless-steel--id16220927.htm?SETLANG=en_GB&SETCURR=EUR
133,Rolex,Air King Date,5700," Rolex Air-King Date, 5700","4,349 €",1971," Original box, original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/air-king-date-5700--id14922097.htm?SETLANG=en_GB&SETCURR=EUR
134,Rolex,Air King Date,5700N, Rolex Air King Date,"4,800 €",1987," No original box, no original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-air-king-date--id14676713.htm?SETLANG=en_GB&SETCURR=EUR
135,Rolex,Air King Date,5700, Rolex エアキング デイト 5700,"3,293 €",Unknown," No original box, no original papers",,"Japan, Tokyo",https://www.chrono24.fr/rolex/----5700--id13331634.htm?SETLANG=en_GB&SETCURR=EUR
136,Rolex,Air King Date,5700, Rolex 5700,"2,909 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"Japan, Shinjuku-ku",https://www.chrono24.fr/rolex/5700--id14645875.htm?SETLANG=en_GB&SETCURR=EUR
137,Rolex,Air King Date,5700, Rolex Air-King Date Precision,"4,800 €",1966," No original box, no original papers", Men''s watch/Unisex,"Spain, Barcelona",https://www.chrono24.fr/rolex/rolex-air-king-date-precision--id16120746.htm?SETLANG=en_GB&SETCURR=EUR
138,Rolex,Air King Date,5700, Rolex Air-King Date 34mm Stahl Automatik,"3,290 €",1970," No original box, no original papers",,"Germany, München",https://www.chrono24.fr/rolex/rolex-air-king-date-34mm-stahl-automatik--id12315630.htm?SETLANG=en_GB&SETCURR=EUR
139,Rolex,Air King Date,5700, Rolex - Air King - Ref. 5700 - 1967,"3,450 €",1967," No original box, no original papers", Women''s watch,"Germany, München",https://www.chrono24.fr/rolex/--air-king---ref-5700---1967--id13875496.htm?SETLANG=en_GB&SETCURR=EUR
140,Rolex,Air King Date,5700, Rolex エアキング デイト Air-King Date,"3,391 €",1971," No original box, no original papers", Men''s watch/Unisex,"Japan, Tokyo",https://www.chrono24.fr/rolex/--air-king-date--id16077563.htm?SETLANG=en_GB&SETCURR=EUR
141,Rolex,Air King Date,5700, Rolex Air-King Date Ref. 5700,"3,638 €",1972," No original box, no original papers", Men''s watch/Unisex,"United States of America, California, Beverly Hills",https://www.chrono24.fr/rolex/air-king-date-ref-5700--id15937637.htm?SETLANG=en_GB&SETCURR=EUR
142,Rolex,Air King Date,5700," Rolex Air-King Date 5700, 5700","3,629 €",1964," No original box, no original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/air-king-date-5700-5700--id14461016.htm?SETLANG=en_GB&SETCURR=EUR
143,Rolex,Air King Date,5700, Rolex Air-King-Date Ref. 5700,"6,644 €",1975," Original box, original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/rolex-air-king-date-ref-5700--id14699411.htm?SETLANG=en_GB&SETCURR=EUR
144,Rolex,Air King Date,5700, Rolex エアキング デイト 5700,"3,133 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"Japan, Tokyo",https://www.chrono24.fr/rolex/----5700--id10631250.htm?SETLANG=en_GB&SETCURR=EUR
145,Rolex,Air King Date,5700, Rolex Air-King Date Vintage S/Steel Grey Dial 34MM 5700 (1983),"2,563 €",1983," No original box, no original papers", Men''s watch/Unisex,"South Africa, Johannesburg",https://www.chrono24.fr/rolex/rolex-air-king-date-vintage-ssteel-grey-dial-34mm-5700-1983--id16392205.htm?SETLANG=en_GB&SETCURR=EUR
146,Rolex,Air King Date,5700, Rolex Air King Date,"3,900 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"Spain, Madrid",https://www.chrono24.fr/rolex/air-king-date--id14281087.htm?SETLANG=en_GB&SETCURR=EUR
147,Rolex,Air King Date,5701, Rolex Air King Date Steel and Gold Dauphine hands 1965 II qtr,"3,064 €",1965," No original box, no original papers", Men''s watch/Unisex,"Canada, Victoria British Columbia",https://www.chrono24.fr/rolex/air-king-date-steel-and-gold-dauphine-hands-1965-ii-qtr--id11435786.htm?SETLANG=en_GB&SETCURR=EUR
148,Rolex,Air King Date,5700, Rolex - Air King - Ref. 5700 - 1982,"3,450 €",1982," No original box, no original papers", Women''s watch,"Germany, München",https://www.chrono24.fr/rolex/--air-king---ref-5700---1982--id14376277.htm?SETLANG=en_GB&SETCURR=EUR
149,Rolex,Air King Date,Rolex Airking date, Rolex Airking Date,Price on request,1969," Original box, no original papers",,"Italy, Firenze",https://www.chrono24.fr/rolex/airking-date--id12957877.htm?SETLANG=en_GB&SETCURR=EUR
150,Rolex,Air King Date,5701, Rolex Air King Date 5701 tropical,"3,199 €",1970," No original box, no original papers", Men''s watch/Unisex,"Germany, Göppingen",https://www.chrono24.fr/rolex/air-king-date-5701-tropical--id12197630.htm?SETLANG=en_GB&SETCURR=EUR
151,Rolex,Air King Date,5700, Rolex Air King Date,"4,461 €",1973," No original box, no original papers",,"United Kingdom, London",https://www.chrono24.fr/rolex/air-king-date--id11592220.htm?SETLANG=en_GB&SETCURR=EUR
152,Rolex,Air King Date,5700, Rolex エアキング デイト 5700,"2,986 €",Unknown," No original box, no original papers", Men''s watch/Unisex,"Japan, Tokyo",https://www.chrono24.fr/rolex/----5700--id15405709.htm?SETLANG=en_GB&SETCURR=EUR
153,Rolex,Air King Date,5700, Rolex エアキング デイト 5700,"2,826 €",Unknown," No original box, no original papers",,"Japan, Tokyo",https://www.chrono24.fr/rolex/----5700--id15913317.htm?SETLANG=en_GB&SETCURR=EUR
154,Rolex,Air King Date,5700, Rolex Air King Date,"3,903 €",1973," No original box, no original papers",,"United Kingdom, London",https://www.chrono24.fr/rolex/air-king-date--id12163114.htm?SETLANG=en_GB&SETCURR=EUR
155,Rolex,Air King Date,5700," Rolex Vintage Air-King Date , Ref: 5700","3,629 €",1987," No original box, no original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/vintage-air-king-date--ref-5700--id5744289.htm?SETLANG=en_GB&SETCURR=EUR
156,Rolex,Air King Date,5700, Rolex Air King Date Vintage Stainless Steel Silver Dial Mens Watch 5700,"3,060 €",1966," No original box, no original papers", Men''s watch/Unisex,"United States of America, Georgia, Atlanta",https://www.chrono24.fr/rolex/air-king-date-vintage-stainless-steel-silver-dial-mens-watch-5700--id15570695.htm?SETLANG=en_GB&SETCURR=EUR
157,Rolex,Air King Date,5700, Rolex Air-King Date Ref: 5700 Stahl von 1969,"3,549 €",1969," Original box, no original papers", Men''s watch/Unisex,"Germany, Hamburg",https://www.chrono24.fr/rolex/rolex-air-king-date-ref-5700-stahl-von-1969--id16276645.htm?SETLANG=en_GB&SETCURR=EUR
158,Rolex,Air King Date,5701, Rolex Air-King Date Gold/Steel,"3,127 €",1983," No original box, no original papers", Men''s watch/Unisex,"United Kingdom, HAYES",https://www.chrono24.fr/rolex/rolex-air-king-date-goldsteel--id16453921.htm?SETLANG=en_GB&SETCURR=EUR
159,Rolex,Air King Date,5700," Rolex Vintage Air-King Date, 5700/0","4,573 €",1978," Original box, original papers", Men''s watch/Unisex,"United Kingdom, London",https://www.chrono24.fr/rolex/vintage-air-king-date-57000--id16422410.htm?SETLANG=en_GB&SETCURR=EUR
160,Rolex,Air King Date,5700, Rolex Air King Date Precision,"3,750 €",1970," No original box, no original papers", Men''s watch/Unisex,"Germany, Berlin",https://www.chrono24.fr/rolex/air-king-date-precision--id14576735.htm?SETLANG=en_GB&SETCURR=EUR
161,Rolex,Air King Date,5700, Rolex Air-King Date 34mm Stahl Automatik,"3,490 €",1967," No original box, no original papers",,"Germany, München",https://www.chrono24.fr/rolex/rolex-air-king-date-34mm-stahl-automatik--id15495511.htm?SETLANG=en_GB&SETCURR=EUR
162,Rolex,Air King Date,5700, Rolex Air-King Date automatic ref. 5700,"3,490 €",1969," No original box, no original papers", Men''s watch/Unisex,"Italy, TORINO",https://www.chrono24.fr/rolex/rolex-air-king-date-automatic-ref-5700--id15880417.htm?SETLANG=en_GB&SETCURR=EUR
163,Rolex,Air King Date,5701, Rolex Air King Date Model 5701 Ref 1500 Calibre 1520,"4,261 €",1967," Original box, original papers", Men''s watch/Unisex,"Canada, Toronto",https://www.chrono24.fr/rolex/air-king-date-model-5701-ref-1500-calibre-1520--id15542230.htm?SETLANG=en_GB&SETCURR=EUR
164,Rolex,Air King Date,5700N, Rolex Air King Date,"4,800 €",1987," No original box, no original papers", Men''s watch/Unisex,"France, Paris",https://www.chrono24.fr/rolex/rolex-air-king-date--id14676713.htm?SETLANG=en_GB&SETCURR=EUR
